id,Institution,Minute Index,Date,Date2,Hour,Minute,Motivation,Sessions,Session Duration,Pageviews,Pages Per Session,Landing Page,User Type,Traffic Type,Operating System,City,Region,Country
1,AGO,1251,20151130,11/30/15,20,51,Explorer,3,0:15:16,8,2.67,/home?_sp=304b39e3212c5456.1448934665404,New Visitor,direct,Windows,Toronto,Ontario,Canada
2,AGO,1253,20151130,11/30/15,20,53,Explorer,0,0:00:00,8,0,/home?_sp=304b39e3212c5456.1448934665404,New Visitor,direct,Windows,Toronto,Ontario,Canada
3,AGO,1254,20151130,11/30/15,20,54,Explorer,0,0:00:00,6,0,/home?_sp=304b39e3212c5456.1448934665404,New Visitor,direct,Windows,Toronto,Ontario,Canada
4,AGO,1256,20151130,11/30/15,20,56,Explorer,0,0:00:00,3,0,/home?_sp=304b39e3212c5456.1448934665404,New Visitor,direct,Windows,Toronto,Ontario,Canada
5,AGO,2119,20151201,12/1/15,11,19,Explorer,3,1:04:42,14,4.67,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
6,AGO,2123,20151201,12/1/15,11,23,Explorer,0,0:00:00,11,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
7,AGO,2124,20151201,12/1/15,11,24,Explorer,0,0:00:00,8,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
8,AGO,2125,20151201,12/1/15,11,25,Explorer,0,0:00:00,3,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
9,AGO,2127,20151201,12/1/15,11,27,Explorer,0,0:00:00,8,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
10,AGO,2128,20151201,12/1/15,11,28,Explorer,0,0:00:00,6,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
11,AGO,2129,20151201,12/1/15,11,29,Explorer,0,0:00:00,6,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
12,AGO,2131,20151201,12/1/15,11,31,Explorer,0,0:00:00,6,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
13,AGO,2132,20151201,12/1/15,11,32,Explorer,0,0:00:00,3,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
14,AGO,2133,20151201,12/1/15,11,33,Explorer,0,0:00:00,8,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
15,AGO,2135,20151201,12/1/15,11,35,Explorer,0,0:00:00,3,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
16,AGO,2138,20151201,12/1/15,11,38,Explorer,0,0:00:00,6,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
17,AGO,2141,20151201,12/1/15,11,41,Explorer,0,0:00:00,8,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
18,AGO,2142,20151201,12/1/15,11,42,Explorer,0,0:00:00,6,0,/visit?cluid=catharine_chen@hotmail.com,Returning Visitor,email,Windows,Toronto,Ontario,Canada
19,AGO,2277,20151201,12/1/15,13,57,Explorer,3,1:50:51,6,2,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
20,AGO,2278,20151201,12/1/15,13,58,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
21,AGO,2280,20151201,12/1/15,14,0,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
22,AGO,2281,20151201,12/1/15,14,1,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
23,AGO,2305,20151201,12/1/15,14,25,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
24,AGO,2308,20151201,12/1/15,14,28,Explorer,0,0:00:00,11,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
25,AGO,2317,20151201,12/1/15,14,37,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
26,AGO,5006,20151203,12/3/15,11,26,Explorer,3,0:03:22,3,1,/fridaynights,New Visitor,direct,Android,Toronto,Ontario,Canada
27,AGO,5007,20151203,12/3/15,11,27,Explorer,0,0:00:00,3,0,/fridaynights,New Visitor,direct,Android,Toronto,Ontario,Canada
28,AGO,6309,20151204,12/4/15,9,9,Explorer,3,0:12:19,3,1,/turner-illustration,New Visitor,direct,Windows,Sault Ste. Marie,Ontario,Canada
29,AGO,6314,20151204,12/4/15,9,14,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,direct,Windows,Sault Ste. Marie,Ontario,Canada
30,AGO,6671,20151204,12/4/15,15,11,Explorer,3,0:03:59,3,1,/home,New Visitor,direct,Windows,Toronto,Ontario,Canada
31,AGO,6672,20151204,12/4/15,15,12,Explorer,0,0:00:00,8,0,/home,New Visitor,direct,Windows,Toronto,Ontario,Canada
32,AGO,6673,20151204,12/4/15,15,13,Explorer,0,0:00:00,3,0,/home,New Visitor,direct,Windows,Toronto,Ontario,Canada
33,AGO,6957,20151204,12/4/15,19,57,Explorer,3,0:39:24,3,1,/turner-illustration,New Visitor,video,iOS,New Albany,Indiana,United States
34,AGO,6962,20151204,12/4/15,20,2,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,video,iOS,New Albany,Indiana,United States
35,AGO,6968,20151204,12/4/15,20,8,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,iOS,New Albany,Indiana,United States
36,AGO,6971,20151204,12/4/15,20,11,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,iOS,New Albany,Indiana,United States
37,AGO,8135,20151205,12/5/15,15,35,Explorer,3,0:05:40,3,1,/turner-the-innovator,Returning Visitor,video,Windows,Medina,New York,United States
38,AGO,8137,20151205,12/5/15,15,37,Explorer,0,0:00:00,6,0,/turner-the-innovator,Returning Visitor,video,Windows,Medina,New York,United States
39,AGO,8360,20151205,12/5/15,19,20,Explorer,3,0:10:38,8,2.67,/j-m-w-turner-painting-set-free,New Visitor,organic,Windows,Toronto,Ontario,Canada
40,AGO,8364,20151205,12/5/15,19,24,Explorer,0,0:00:00,3,0,/j-m-w-turner-painting-set-free,New Visitor,organic,Windows,Toronto,Ontario,Canada
41,AGO,8616,20151205,12/5/15,23,36,Explorer,3,0:18:11,6,2,/j-m-w-turner-painting-set-free,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
42,AGO,8621,20151205,12/5/15,23,41,Explorer,0,0:00:00,3,0,/j-m-w-turner-painting-set-free,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
43,AGO,8622,20151205,12/5/15,23,42,Explorer,0,0:00:00,3,0,/j-m-w-turner-painting-set-free,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
44,AGO,9975,20151206,12/6/15,22,15,Explorer,3,0:01:36,6,2,/franklin-carmichael.-snow-clouds.,New Visitor,organic,iOS,Peterborough,Ontario,Canada
45,AGO,9976,20151206,12/6/15,22,16,Explorer,0,0:00:00,8,0,/franklin-carmichael.-snow-clouds.,New Visitor,organic,iOS,Peterborough,Ontario,Canada
46,AGO,11330,20151207,12/7/15,20,50,Explorer,3,0:03:14,3,1,/home,New Visitor,direct,Windows,Toronto,Ontario,Canada
47,AGO,11331,20151207,12/7/15,20,51,Explorer,0,0:00:00,3,0,/home,New Visitor,direct,Windows,Toronto,Ontario,Canada
48,AGO,12540,20151208,12/8/15,17,0,Explorer,3,2:25:42,3,1,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
49,AGO,12541,20151208,12/8/15,17,1,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
50,AGO,12555,20151208,12/8/15,17,15,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
51,AGO,12556,20151208,12/8/15,17,16,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
52,AGO,12557,20151208,12/8/15,17,17,Explorer,0,0:00:00,14,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
53,AGO,12560,20151208,12/8/15,17,20,Explorer,0,0:00:00,6,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
54,AGO,12561,20151208,12/8/15,17,21,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
55,AGO,12588,20151208,12/8/15,17,48,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
56,AGO,12589,20151208,12/8/15,17,49,Explorer,0,0:00:00,11,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
57,AGO,12591,20151208,12/8/15,17,51,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
58,AGO,12592,20151208,12/8/15,17,52,Explorer,0,0:00:00,3,0,/art-as-therapy,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
59,AGO,13861,20151209,12/9/15,15,1,Explorer,3,0:04:38,3,1,/for-two-member-guest-$145,New Visitor,organic,BlackBerry,Toronto,Ontario,Canada
60,AGO,13862,20151209,12/9/15,15,2,Explorer,0,0:00:00,3,0,/for-two-member-guest-$145,New Visitor,organic,BlackBerry,Toronto,Ontario,Canada
61,AGO,14000,20151209,12/9/15,17,20,Explorer,3,0:21:05,11,3.67,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
62,AGO,14001,20151209,12/9/15,17,21,Explorer,0,0:00:00,8,0,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
63,AGO,14002,20151209,12/9/15,17,22,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
64,AGO,14003,20151209,12/9/15,17,23,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
65,AGO,14007,20151209,12/9/15,17,27,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
66,AGO,15625,20151210,12/10/15,20,25,Explorer,3,0:07:44,6,2,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
67,AGO,15628,20151210,12/10/15,20,28,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
68,AGO,16635,20151211,12/11/15,13,15,Explorer,3,0:09:33,3,1,/chantal-pontbriand,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
69,AGO,16638,20151211,12/11/15,13,18,Explorer,0,0:00:00,3,0,/chantal-pontbriand,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
70,AGO,16830,20151211,12/11/15,16,30,Explorer,3,0:03:50,3,1,/londoncontest,New Visitor,referral,iOS,Toronto,Ontario,Canada
71,AGO,16831,20151211,12/11/15,16,31,Explorer,0,0:00:00,3,0,/londoncontest,New Visitor,referral,iOS,Toronto,Ontario,Canada
72,AGO,16895,20151211,12/11/15,17,35,Explorer,3,0:03:11,3,1,/rothko,New Visitor,direct,Android,Toronto,Ontario,Canada
73,AGO,16896,20151211,12/11/15,17,36,Explorer,0,0:00:00,3,0,/rothko,New Visitor,direct,Android,Toronto,Ontario,Canada
74,AGO,19545,20151213,12/13/15,13,45,Explorer,3,0:00:00,3,1,/jobs,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
75,AGO,21477,20151214,12/14/15,21,57,Explorer,3,0:05:40,3,1,/floorplans,New Visitor,direct,Windows,Montreal,Quebec,Canada
76,AGO,21478,20151214,12/14/15,21,58,Explorer,0,0:00:00,6,0,/floorplans,New Visitor,direct,Windows,Montreal,Quebec,Canada
77,AGO,21479,20151214,12/14/15,21,59,Explorer,0,0:00:00,3,0,/floorplans,New Visitor,direct,Windows,Montreal,Quebec,Canada
78,AGO,22883,20151215,12/15/15,21,23,Explorer,3,0:40:31,3,1,/song-dongs-communal-courtyard?cluid=[Email],Returning Visitor,referral,iOS,Toronto,Ontario,Canada
79,AGO,22884,20151215,12/15/15,21,24,Explorer,0,0:00:00,3,0,/song-dongs-communal-courtyard?cluid=[Email],Returning Visitor,referral,iOS,Toronto,Ontario,Canada
80,AGO,22898,20151215,12/15/15,21,38,Explorer,0,0:00:00,3,0,/song-dongs-communal-courtyard?cluid=[Email],Returning Visitor,referral,iOS,Toronto,Ontario,Canada
81,AGO,23639,20151216,12/16/15,9,59,Explorer,3,0:10:38,3,1,/j-m-w-turner-painting-set-free,New Visitor,paid,iOS,Buffalo,New York,United States
82,AGO,23641,20151216,12/16/15,10,1,Explorer,0,0:00:00,3,0,/j-m-w-turner-painting-set-free,New Visitor,paid,iOS,Buffalo,New York,United States
83,AGO,23642,20151216,12/16/15,10,2,Explorer,0,0:00:00,6,0,/j-m-w-turner-painting-set-free,New Visitor,paid,iOS,Buffalo,New York,United States
84,AGO,23643,20151216,12/16/15,10,3,Explorer,0,0:00:00,14,0,/j-m-w-turner-painting-set-free,New Visitor,paid,iOS,Buffalo,New York,United States
85,AGO,24143,20151216,12/16/15,18,23,Explorer,3,0:02:49,3,1,/home,New Visitor,direct,iOS,Brampton,Ontario,Canada
86,AGO,24144,20151216,12/16/15,18,24,Explorer,0,0:00:00,3,0,/home,New Visitor,direct,iOS,Brampton,Ontario,Canada
87,AGO,25616,20151217,12/17/15,18,56,Explorer,3,0:01:05,8,2.67,/drawing-je-taime,Returning Visitor,video,Android,Toronto,Ontario,Canada
88,AGO,26919,20151218,12/18/15,16,39,Explorer,3,1:31:21,3,1,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
89,AGO,26920,20151218,12/18/15,16,40,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
90,AGO,26921,20151218,12/18/15,16,41,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
91,AGO,26950,20151218,12/18/15,17,10,Explorer,0,0:00:00,6,0,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
92,AGO,26951,20151218,12/18/15,17,11,Explorer,0,0:00:00,8,0,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
93,AGO,26952,20151218,12/18/15,17,12,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,Macintosh,Toronto,Ontario,Canada
94,AGO,27163,20151218,12/18/15,20,43,Explorer,3,0:06:31,3,1,/turner-illustration,New Visitor,video,Linux,Melbourne,Victoria,Australia
95,AGO,27164,20151218,12/18/15,20,44,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,video,Linux,Melbourne,Victoria,Australia
96,AGO,27165,20151218,12/18/15,20,45,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,video,Linux,Melbourne,Victoria,Australia
97,AGO,28566,20151219,12/19/15,20,6,Explorer,3,0:43:06,6,2,/agoid76671,Returning Visitor,organic,iOS,Philadelphia,Pennsylvania,United States
98,AGO,28580,20151219,12/19/15,20,20,Explorer,0,0:00:00,6,0,/agoid76671,Returning Visitor,organic,iOS,Philadelphia,Pennsylvania,United States
99,AGO,28581,20151219,12/19/15,20,21,Explorer,0,0:00:00,8,0,/agoid76671,Returning Visitor,organic,iOS,Philadelphia,Pennsylvania,United States
100,AGO,31271,20151221,12/21/15,17,11,Explorer,3,0:01:50,6,2,/art-gallery-of-ontario-declares-the-year-of-photography-starts-now?cluid=liz@fhgi.com,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
101,AGO,32743,20151222,12/22/15,17,43,Explorer,3,0:03:36,6,2,/home,New Visitor,organic,Windows,Mississauga,Ontario,Canada
102,AGO,32744,20151222,12/22/15,17,44,Explorer,0,0:00:00,6,0,/home,New Visitor,organic,Windows,Mississauga,Ontario,Canada
103,AGO,36640,20151225,12/25/15,10,40,Explorer,3,0:23:14,6,2,/home,New Visitor,organic,iOS,Kitchener,Ontario,Canada
104,AGO,36645,20151225,12/25/15,10,45,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,iOS,Kitchener,Ontario,Canada
105,AGO,36647,20151225,12/25/15,10,47,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,iOS,Kitchener,Ontario,Canada
106,AGO,36648,20151225,12/25/15,10,48,Explorer,0,0:00:00,8,0,/home,New Visitor,organic,iOS,Kitchener,Ontario,Canada
107,AGO,36649,20151225,12/25/15,10,49,Explorer,0,0:00:00,3,0,/home,New Visitor,organic,iOS,Kitchener,Ontario,Canada
108,AGO,38229,20151226,12/26/15,13,9,Explorer,3,0:00:59,6,2,/j-m-w-turner-painting-set-free,Returning Visitor,paid,iOS,Toronto,Ontario,Canada
109,AGO,41038,20151228,12/28/15,11,58,Explorer,3,0:00:59,6,2,/visit?_sp=ed9c583488dcd650.1451321888301,Returning Visitor,referral,BlackBerry,Toronto,Ontario,Canada
110,AGO,41390,20151228,12/28/15,17,50,Explorer,3,0:25:52,6,2,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
111,AGO,41391,20151228,12/28/15,17,51,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
112,AGO,41393,20151228,12/28/15,17,53,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
113,AGO,41394,20151228,12/28/15,17,54,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
114,AGO,41395,20151228,12/28/15,17,55,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
115,AGO,41397,20151228,12/28/15,17,57,Explorer,0,0:00:00,17,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
116,AGO,41398,20151228,12/28/15,17,58,Explorer,0,0:00:00,6,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
117,AGO,41399,20151228,12/28/15,17,59,Explorer,0,0:00:00,3,0,/turner-illustration,New Visitor,video,Windows,Brampton,Ontario,Canada
118,AGO,42790,20151229,12/29/15,17,10,Explorer,3,0:00:00,3,1,/ago-massive-party-returns-april-23-with-a-serious-hotbed-of-talent,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
119,AGO,44353,20151230,12/30/15,19,13,Explorer,3,0:06:03,20,6.67,/exhibitions,New Visitor,organic,Windows,Oakville,Ontario,Canada
120,AGO,44355,20151230,12/30/15,19,15,Explorer,0,0:00:00,3,0,/exhibitions,New Visitor,organic,Windows,Oakville,Ontario,Canada
121,AGO,45577,20151231,12/31/15,15,37,Explorer,3,0:00:00,3,1,/turner-information-for-members,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
122,AGO,45715,20151231,12/31/15,17,55,Explorer,3,1:57:58,3,1,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
123,AGO,45716,20151231,12/31/15,17,56,Explorer,0,0:00:00,3,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
124,AGO,45724,20151231,12/31/15,18,4,Explorer,0,0:00:00,3,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
125,AGO,45749,20151231,12/31/15,18,29,Explorer,0,0:00:00,6,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
126,AGO,45750,20151231,12/31/15,18,30,Explorer,0,0:00:00,3,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
127,AGO,45752,20151231,12/31/15,18,32,Explorer,0,0:00:00,17,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
128,AGO,45753,20151231,12/31/15,18,33,Explorer,0,0:00:00,11,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
129,AGO,45754,20151231,12/31/15,18,34,Explorer,0,0:00:00,20,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
130,AGO,45757,20151231,12/31/15,18,37,Explorer,0,0:00:00,6,0,/home,Returning Visitor,referral,Macintosh,Toronto,Ontario,Canada
131,AGO,49891,20160103,1/3/16,15,31,Explorer,3,0:02:09,8,2.67,/home,Returning Visitor,direct,Android,Toronto,Ontario,Canada
132,AGO,49892,20160103,1/3/16,15,32,Explorer,0,0:00:00,3,0,/home,Returning Visitor,direct,Android,Toronto,Ontario,Canada
133,AGO,50813,20160104,1/4/16,6,53,Explorer,3,0:09:50,3,1,/londoncontest-rules,Returning Visitor,organic,Windows,Mississauga,Ontario,Canada
134,AGO,50814,20160104,1/4/16,6,54,Explorer,0,0:00:00,3,0,/londoncontest-rules,Returning Visitor,organic,Windows,Mississauga,Ontario,Canada
135,AGO,50815,20160104,1/4/16,6,55,Explorer,0,0:00:00,3,0,/londoncontest-rules,Returning Visitor,organic,Windows,Mississauga,Ontario,Canada
136,AGO,50816,20160104,1/4/16,6,56,Explorer,0,0:00:00,3,0,/londoncontest-rules,Returning Visitor,organic,Windows,Mississauga,Ontario,Canada
137,AGO,51232,20160104,1/4/16,13,52,Explorer,3,0:34:09,8,2.67,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
138,AGO,51233,20160104,1/4/16,13,53,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
139,AGO,51234,20160104,1/4/16,13,54,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
140,AGO,51235,20160104,1/4/16,13,55,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
141,AGO,51236,20160104,1/4/16,13,56,Explorer,0,0:00:00,6,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
142,AGO,51239,20160104,1/4/16,13,59,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
143,AGO,51240,20160104,1/4/16,14,0,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
144,AGO,51243,20160104,1/4/16,14,3,Explorer,0,0:00:00,8,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
145,AGO,51244,20160104,1/4/16,14,4,Explorer,0,0:00:00,3,0,/home,Returning Visitor,organic,Macintosh,London,Ontario,Canada
146,AGO,51255,20160104,1/4/16,14,15,Explorer,0,0:00:00,3,0,/after-abstract-expressionism-making-sense-of-painting-in-the-1960s,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
147,AGO,51651,20160104,1/4/16,20,51,Explorer,3,2:57:16,8,2.67,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
148,AGO,51679,20160104,1/4/16,21,19,Explorer,0,0:00:00,6,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
149,AGO,51680,20160104,1/4/16,21,20,Explorer,0,0:00:00,6,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
150,AGO,51681,20160104,1/4/16,21,21,Explorer,0,0:00:00,3,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
151,AGO,51689,20160104,1/4/16,21,29,Explorer,0,0:00:00,6,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
152,AGO,51690,20160104,1/4/16,21,30,Explorer,0,0:00:00,3,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
153,AGO,51695,20160104,1/4/16,21,35,Explorer,0,0:00:00,6,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
154,AGO,51714,20160104,1/4/16,21,54,Explorer,0,0:00:00,6,0,/courses-workshops-kids,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
155,AGO,52930,20160105,1/5/16,18,10,Explorer,3,1:12:12,3,1,/norma-ridley-members-lounge-menu,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
156,AGO,52932,20160105,1/5/16,18,12,Explorer,0,0:00:00,6,0,/norma-ridley-members-lounge-menu,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
157,AGO,52933,20160105,1/5/16,18,13,Explorer,0,0:00:00,3,0,/norma-ridley-members-lounge-menu,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
158,AGO,52954,20160105,1/5/16,18,34,Explorer,0,0:00:00,3,0,/norma-ridley-members-lounge-menu,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
159,AGO,52955,20160105,1/5/16,18,35,Explorer,0,0:00:00,3,0,/norma-ridley-members-lounge-menu,Returning Visitor,organic,iOS,Toronto,Ontario,Canada
160,AGO,53009,20160105,1/5/16,19,29,Explorer,3,0:25:43,3,1,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
161,AGO,53010,20160105,1/5/16,19,30,Explorer,0,0:00:00,3,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
162,AGO,53012,20160105,1/5/16,19,32,Explorer,0,0:00:00,3,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
163,AGO,53013,20160105,1/5/16,19,33,Explorer,0,0:00:00,6,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
164,AGO,53014,20160105,1/5/16,19,34,Explorer,0,0:00:00,8,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
165,AGO,53015,20160105,1/5/16,19,35,Explorer,0,0:00:00,6,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
166,AGO,53017,20160105,1/5/16,19,37,Explorer,0,0:00:00,3,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
167,AGO,53018,20160105,1/5/16,19,38,Explorer,0,0:00:00,3,0,/courses-workshops?cluid=carlwidstrand@hotmail.com,New Visitor,direct,iOS,Ottawa,Ontario,Canada
168,AGO,54014,20160106,1/6/16,12,14,Explorer,3,0:00:00,3,1,/the-decades-project-1900-1909,Returning Visitor,organic,Windows,Toronto,Ontario,Canada
169,AGO,54470,20160106,1/6/16,19,50,Explorer,3,0:37:26,3,1,/courses-workshops,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
170,AGO,54482,20160106,1/6/16,20,2,Explorer,0,0:00:00,3,0,/courses-workshops,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
171,AGO,54483,20160106,1/6/16,20,3,Explorer,0,0:00:00,3,0,/courses-workshops,Returning Visitor,organic,Macintosh,Toronto,Ontario,Canada
172,AGO,55572,20160107,1/7/16,14,12,Explorer,3,0:02:12,3,1,/marvin-gelber-print-and-drawing-study-centre-overview?cluid=priscilla@priscilladevilliers.com,New Visitor,direct,iOS,St. Catharines,Ontario,Canada
173,AGO,55573,20160107,1/7/16,14,13,Explorer,0,0:00:00,3,0,/marvin-gelber-print-and-drawing-study-centre-overview?cluid=priscilla@priscilladevilliers.com,New Visitor,direct,iOS,St. Catharines,Ontario,Canada
174,AGO,59797,20160110,1/10/16,12,37,Explorer,3,1:23:07,3,1,/whatson,New Visitor,organic,iOS,Toronto,Ontario,Canada
